item_id;name;category;price;old_price;sellable_online;link;other_colors;short_description;designer;depth;height;width;price_usd;category_total
29123958;MINNEN;Beds (208);395,0;SR 445;TRUE;https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/;No;Ext bed frame with slatted bed base, 80x200 cm;IKEA of Sweden/Tina Christensen;NA;NA;85;106,650;208
49278341;BRIMNES;Beds (208);895,0;SR 925;TRUE;https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/;No;Bed frame w storage and headboard, 90x200 cm;IKEA of Sweden/K Hagberg/M Hagberg;54;110;96;241,650;208
50461230;SMÅGÖRA;Beds (208);595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/;No;Cot, 60x120 cm;IKEA of Sweden;NA;79;66;160,650;208
89326463;PLATSA;Beds (208);2111,0;SR 2,205;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/;No;Bed frame with 4 drawers, 140x244x163 cm;Ola Wihlborg/IKEA of Sweden;40;43;140;569,970;208
50468953;VATTVIKEN;Beds (208);995,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/;No;Armchair-bed;504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.;83;86;92;268,650;208
69326609;SLÄKT;Beds (208);540,0;No old price;FALSE;https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/;No;Ext bed frame with slatted bed base, 80x200 cm;IKEA of Sweden/Ebba Strandmark;NA;NA;91;145,800;208
59099136;BRIMNES;Beds (208);795,0;No old price;TRUE;https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/;Yes;Bed frame w storage and headboard, 140x200 cm;K Hagberg/M Hagberg/IKEA of Sweden;NA;111;146;214,650;208
40395245;NEIDEN;Beds (208);99,0;No old price;TRUE;https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/;No;Bed frame, 90x200 cm;Jon Karlsson;NA;NA;94;26,730;208
69277307;LEIRVIK;Beds (208);1195,0;No old price;TRUE;https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/;Yes;Bed frame, 180x200 cm;IKEA of Sweden/Carina Bengs;NA;NA;188;322,650;208
70395239;NEIDEN;Beds (208);199,0;No old price;TRUE;https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/;No;Bed frame, 140x200 cm;Jon Karlsson;NA;NA;144;53,730;208
89931560;HEMNES;Beds (208);675,0;SR 895;TRUE;https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/;Yes;Bed frame, 140x200 cm;IKEA of Sweden/Carina Bengs;NA;NA;154;182,250;208
30446373;SLATTUM;Beds (208);595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/;Yes;Upholstered bed frame, 140x200 cm;David Wahl;NA;NA;144;160,650;208
59248612;NEIDEN;Beds (208);199,0;No old price;TRUE;https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/;No;Bed frame, 90x200 cm;Jon Karlsson/IKEA of Sweden;NA;NA;94;53,730;208
19254209;SAGSTUA;Beds (208);545,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-s19254209/;Yes;Bed frame, 140x200 cm;IKEA of Sweden/Paulin Machado;NA;140;148;147,150;208
20400691;BRIMNES;Beds (208);575,0;No old price;TRUE;https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/;No;Bed frame with storage, 90x200 cm;K Hagberg/M Hagberg;54;47;96;155,250;208
39019701;ASKVOLL;Beds (208);445,0;No old price;TRUE;https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/;Yes;Bed frame, 140x200 cm;IKEA of Sweden/K Hagberg/M Hagberg;NA;NA;147;120,150;208
69912770;TRYSIL;Beds (208);525,0;No old price;TRUE;https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/;Yes;Bed frame, 160x200 cm;K Hagberg/M Hagberg/IKEA of Sweden;NA;NA;165;141,750;208
29931596;MALM;Beds (208);495,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/;Yes;Bed frame, high, 140x200 cm;IKEA of Sweden/Eva Lilja Löwenhielm;NA;NA;156;133,650;208
29179554;RAMSTA;Beds (208);445,0;No old price;TRUE;https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/;No;Day-bed frame with slatted bed base, 90x200 cm;IKEA of Sweden;NA;80;97;120,150;208
9241043;SONGESAND;Beds (208);395,0;No old price;TRUE;https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-s09241043/;Yes;Bed frame, 140x200 cm;IKEA of Sweden;NA;NA;153;106,650;208
19175957;MALM;Beds (208);920,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/;Yes;Bed frame, high, w 2 storage boxes, 180x200 cm;IKEA of Sweden/Eva Lilja Löwenhielm;59;15;196;248,400;208
19185433;SNIGLAR;Beds (208);195,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sniglar-bed-frame-with-slatted-bed-base-beech-s19185433/;No;Bed frame with slatted bed base, 70x160 cm;IKEA of Sweden;NA;NA;77;52,650;208
39122072;LAUVIK;Beds (208);1729,0;SR 2,435;TRUE;https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-firm-dark-beige-s39122072/;Yes;Divan bed, 140x200 cm;IKEA of Sweden/Synnöve Mork/Ola Wihlborg;NA;120;140;466,830;208
79902935;BRIMNES;Beds (208);575,0;No old price;TRUE;https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/;Yes;Bed frame with storage, 140x200 cm;K Hagberg/M Hagberg/IKEA of Sweden;54;20;146;155,250;208
90349326;HEMNES;Beds (208);1495,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/;No;Day-bed frame with 3 drawers, 80x200 cm;Carina Bengs;70;18;89;403,650;208
99157983;NESTTUN;Beds (208);595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nesttun-bed-frame-white-s99157983/;Yes;Bed frame, 140x200 cm;IKEA of Sweden/David Wahl;NA;95;146;160,650;208
69057522;TYSSEDAL;Beds (208);1395,0;No old price;TRUE;https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/;Yes;Bed frame, 140x200 cm;Ebba Strandmark/IKEA of Sweden;NA;NA;147;376,650;208
79012991;MALM;Beds (208);670,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/;Yes;Bed frame, high, w 2 storage boxes, 90x200 cm;Eva Lilja Löwenhielm;59;15;105;180,900;208
249487;MALM;Beds (208);445,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/;Yes;Bed frame, high, 90x200 cm;Eva Lilja Löwenhielm;NA;NA;105;120,150;208
89227731;SLÄKT;Beds (208);995,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/;No;Bed frame with underbed and storage, 90x200 cm;Ebba Strandmark/IKEA of Sweden;57;NA;96;268,650;208
90331091;RIDABU;Beds (208);100,0;SR 125;TRUE;https://www.ikea.com/sa/en/p/ridabu-mirror-door-white-90331091/;No;Mirror door, 40x120 cm;903.310.91 The door can be hung with the opening to the right or the left.To be completed with 3 HJÄLPA hinges, sold separately.Fits with PLATSA wardrobe system.Knobs and handles are sold separately.;NA;120;40;27,000;208
69185435;KRITTER;Beds (208);360,0;No old price;TRUE;https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/;No;Bed frame with slatted bed base, 70x160 cm;IKEA of Sweden/Anna Efverlund;NA;NA;75;97,200;208
29194427;HEMNES;Beds (208);1375,0;SR 1,595;TRUE;https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/;Yes;Bed frame with 4 storage boxes, 140x200 cm;IKEA of Sweden/Carina Bengs;NA;NA;154;371,250;208
89305446;PLATSA;Beds (208);2600,5;SR 2,880;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-doors-white-s89305446/;No;Bed frame with 10 doors, 143x244x223 cm;IKEA of Sweden;40;43;143;702,135;208
19259631;SAGSTUA;Beds (208);745,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s19259631/;Yes;Bed frame, 90x200 cm;Paulin Machado;NA;120;98;201,150;208
80017389;SANDVIKA;Beds (208);295,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sandvika-guest-bed-80017389/;No;Guest bed, 80x190 cm;IKEA of Sweden;NA;34;80;79,650;208
39248608;NEIDEN;Beds (208);399,0;No old price;TRUE;https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/;No;Bed frame, 140x200 cm;Jon Karlsson/IKEA of Sweden;NA;NA;144;107,730;208
69323757;MINNEN;Beds (208);395,0;No old price;TRUE;https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-turquoise-s69323757/;No;Ext bed frame with slatted bed base, 80x200 cm;IKEA of Sweden/Tina Christensen;NA;NA;85;106,650;208
79227755;SLÄKT;Beds (208);375,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-slatted-bed-base-white-s79227755/;No;Bed frame with slatted bed base, 90x200 cm;IKEA of Sweden/Ebba Strandmark;NA;NA;96;101,250;208
90354327;HAMMARN;Beds (208);399,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/;No;Sofa-bed, 120 cm;Jonas Hultqvist;85;78;128;107,730;208
79247598;BJÖRKSNÄS;Beds (208);2040,0;No old price;TRUE;https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/;Yes;Bed frame, 140x200 cm;K Hagberg/M Hagberg/IKEA of Sweden;NA;42;160;550,800;208
10362963;SLÄKT;Beds (208);425,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-pouffe-mattress-foldable-10362963/;No;Pouffe/mattress, foldable;Gustav Carlberg;NA;NA;62;114,750;208
9241420;NORDLI;Beds (208);2290,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/;Yes;Bed frame w storage and headboard, 140x200 cm;Ola Wihlborg;51;16;240;618,300;208
20424362;FYRESDAL;Beds (208);549,0;No old price;TRUE;https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/;No;Day-bed frame, 80x200 cm;K Hagberg/M Hagberg;NA;94;88;148,230;208
69241097;SONGESAND;Beds (208);570,0;No old price;TRUE;https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/;Yes;Bed frame with 2 storage boxes, 140x200 cm;IKEA of Sweden;64;14;153;153,900;208
39931609;MALM;Beds (208);945,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/;Yes;Bed frame, high, w 4 storage boxes, 140x200 cm;IKEA of Sweden/Eva Lilja Löwenhielm;59;NA;156;255,150;208
20467629;MYDAL;Beds (208);895,0;No old price;TRUE;https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/;No;Bunk bed frame, 90x200 cm;IKEA of Sweden;NA;157;97;241,650;208
239233;TUFFING;Beds (208);475,0;No old price;TRUE;https://www.ikea.com/sa/en/p/tuffing-bunk-bed-frame-dark-grey-00239233/;No;Bunk bed frame, 90x200 cm;IKEA of Sweden;NA;130;96;128,250;208
29239459;SÄBÖVIK;Beds (208);1745,0;No old price;TRUE;https://www.ikea.com/sa/en/p/saeboevik-divan-bed-grey-firm-s29239459/;Yes;Divan bed, 140x200 cm;IKEA of Sweden;NA;90;140;471,150;208
60116960;LYCKSELE;Beds (208);100,0;No old price;TRUE;https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/;No;Storage box 2-seat sofa-bed;IKEA of Sweden;55;21;92;27,000;208
89019992;TARVA;Beds (208);871,0;SR 940;TRUE;https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-leirsund-s89019992/;Yes;Bed frame, 140x200 cm;IKEA of Sweden/K Hagberg/M Hagberg;NA;NA;148;235,170;208
30249546;HEMNES;Beds (208);695,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-30249546/;Yes;Bed frame, 90x200 cm;Carina Bengs;NA;NA;104;187,650;208
89019572;HEMNES;Beds (208);995,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019572/;Yes;Bed frame, 90x200 cm;Carina Bengs;NA;NA;104;268,650;208
70305700;BUSUNGE;Beds (208);795,0;No old price;TRUE;https://www.ikea.com/sa/en/p/busunge-extendable-bed-white-70305700/;No;Extendable bed, 80x200 cm;Carl Öjerstam;NA;NA;90;214,650;208
40433902;MARKERAD;Beds (208);480,0;SR 800;TRUE;https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/;No;Day-bed frame, 80x200 cm;Virgil Abloh;NA;20;80;129,600;208
79129986;GJÖRA;Beds (208);1640,0;No old price;TRUE;https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/;Yes;Bed frame, 140x200 cm;Monika Mulder/IKEA of Sweden;NA;NA;154;442,800;208
360484;UTÅKER;Beds (208);695,0;No old price;TRUE;https://www.ikea.com/sa/en/p/utaker-stackable-bed-pine-00360484/;No;Stackable bed, 80x200 cm;Henrik Preutz;NA;2;83;187,650;208
44361010;BRYNE;Beds (208);49,0;No old price;TRUE;https://www.ikea.com/sa/en/p/bryne-net-white-44361010/;No;Net;443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.;NA;NA;NA;13,230;208
80253809;KURA;Beds (208);745,0;No old price;TRUE;https://www.ikea.com/sa/en/p/kura-reversible-bed-white-pine-80253809/;No;Reversible bed, 90x200 cm;T Christensen/K Legaard;NA;116;99;201,150;208
39216754;FRIHETEN;Beds (208);1846,0;SR 1,995;TRUE;https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/;Yes;Corner sofa-bed with storage;IKEA of Sweden;151;66;NA;498,420;208
10448325;VITVAL;Beds (208);295,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vitval-underbed-white-10448325/;No;Underbed, 90x200 cm;Tord Björklund;NA;20;90;79,650;208
30160209;LURÖY;Beds (208);100,0;No old price;TRUE;https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/;Yes;Slatted bed base, 80x200 cm;IKEA of Sweden;NA;4;80;27,000;208
30248537;SNIGLAR;Beds (208);295,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/;No;Cot, 60x120 cm;IKEA of Sweden;NA;80;66;79,650;208
29188822;HEMNES;Beds (208);1145,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29188822/;Yes;Bed frame with 2 storage boxes, 90x200 cm;IKEA of Sweden/Carina Bengs;NA;NA;104;309,150;208
60372276;HEMNES;Beds (208);1495,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/;No;Day-bed frame with 3 drawers, 80x200 cm;Carina Bengs;70;18;89;403,650;208
19009562;MALM;Beds (208);545,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/;Yes;Bed frame, high, 90x200 cm;IKEA of Sweden/Eva Lilja Löwenhielm;NA;NA;105;147,150;208
99239451;SLÄKT;Beds (208);620,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/;No;Underbed with storage, 90x200 cm;Ebba Strandmark/IKEA of Sweden;57;45;95;167,400;208
99287550;DELAKTIG;Beds (208);2195,0;No old price;TRUE;https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-rattan-s99287550/;No;Bed frame with headboard, 160x200 cm;Tom Dixon/IKEA of Sweden;NA;99;164;592,650;208
19268763;STUVA;Beds (208);1725,0;No old price;TRUE;https://www.ikea.com/sa/en/p/stuva-loft-bed-combo-w-2-shlvs-3-shlvs-white-s19268763/;No;Loft bed combo w 2 shlvs/3 shlvs, 207x99x182 cm;IKEA of Sweden/Ebba Strandmark;NA;182;NA;465,750;208
29250753;LAUVIK;Beds (208);2425,0;SR 3,245;TRUE;https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-dark-beige-s29250753/;Yes;Divan bed, 160x200 cm;Synnöve Mork/Ola Wihlborg/IKEA of Sweden;NA;120;160;654,750;208
49303393;VIMLE;Beds (208);1400,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/;Yes;Cover for corner sofa-bed, 4-seat;Ehlén Johansson;NA;NA;NA;378,000;208
89186778;KONGSFJORD;Beds (208);8551,0;SR 8,735;TRUE;https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/;Yes;Divan bed, 180x200 cm;Ola Wihlborg/IKEA of Sweden/Synnöve Mork;NA;135;180;2308,770;208
9306416;NYHAMN;Beds (208);1470,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/;Yes;Sofa-bed with triple cushion;IKEA of Sweden/L Hilland/Lisa Hilland;97;90;200;396,900;208
50340163;NYHAMN;Beds (208);450,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nyhamn-foam-mattress-firm-50340163/;No;Foam mattress, 140x200 cm;IKEA of Sweden/L Hilland;NA;NA;140;121,500;208
29291956;SLÄKT;Beds (208);1395,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-bed-frame-w-storage-slatted-bedbase-white-s29291956/;No;Bed frame w storage+slatted bedbase, 90x200 cm;IKEA of Sweden/Ebba Strandmark;57;14;96;376,650;208
70284203;ASKEBY;Beds (208);995,0;No old price;TRUE;https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/;No;Two-seat sofa-bed;702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.;72;72;149;268,650;208
20228709;BRIMNES;Beds (208);220,0;No old price;TRUE;https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-20228709/;Yes;Headboard with storage compartment, 140 cm;K Hagberg/M Hagberg;28;111;146;59,400;208
49046068;SUNDVIK;Beds (208);849,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-white-s49046068/;No;Ext bed frame with slatted bed base, 80x200 cm;IKEA of Sweden;NA;80;NA;229,230;208
20404806;MALM;Beds (208);1595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-20404806/;Yes;Ottoman bed, 160x200 cm;Eva Lilja Löwenhielm;NA;NA;175;430,650;208
9186126;HEMNES;Beds (208);2185,0;No old price;TRUE;https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/;Yes;Day-bed w 3 drawers/2 mattresses, 80x200 cm;Carina Bengs/IKEA of Sweden;70;18;89;589,950;208
70362427;SOLGUL;Beds (208);395,0;No old price;TRUE;https://www.ikea.com/sa/en/p/solgul-cradle-with-foam-mattress-white-70362427/;No;Cradle with foam mattress, 66x84 cm;IKEA of Sweden;NA;53;66;106,650;208
102452;MYDAL;Beds (208);795,0;No old price;TRUE;https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/;No;Bunk bed frame, 90x200 cm;IKEA of Sweden;NA;157;NA;214,650;208
40349847;NORDLI;Beds (208);1595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nordli-bed-frame-with-storage-white-40349847/;Yes;Bed frame with storage, 140x200 cm;Ola Wihlborg;51;16;140;430,650;208
30099293;VIKARE;Beds (208);95,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vikare-guard-rail-white-30099293/;No;Guard rail;IKEA of Sweden;NA;7;NA;25,650;208
70426537;DELAKTIG;Beds (208);595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/delaktig-headboard-rattan-70426537/;No;Headboard, 160 cm;Tom Dixon;NA;70;150;160,650;208
90299449;TUFFING;Beds (208);645,0;No old price;TRUE;https://www.ikea.com/sa/en/p/tuffing-loft-bed-frame-dark-grey-90299449/;No;Loft bed frame, 90x200 cm;902.994.49 A good solution where space is limited.It’s easier to get in and out of the bed with a centered ladder. You can use the space under the bed for storage, a workspace or seating.Recommended for ages from 6 years.High beds and the upper bed of bunk or loft beds are not suitable for children under 6 years due to the risk of injury from falls.Bed base included.Mattress and bedlinen are sold separately.Max load indicates static weight, in other words the load which the bed withstands if you lie or sit on it.;NA;179;97;174,150;208
39277498;VALLENTUNA;Beds (208);1848,0;SR 2,310;TRUE;https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-orrsta-light-grey-s39277498/;Yes;Sofa-bed module with backrests;Fredriksson/L Löwenhielm/Hilland;93;84;113;498,960;208
40411410;VITVAL;Beds (208);200,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/;No;Desk top, 95x45 cm;IKEA of Sweden;45;73;95;54,000;208
89302914;PLATSA;Beds (208);2307,0;SR 2,560;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-drawers-white-fonnes-s89302914/;No;Bed frame with 10 drawers, 140x244x103 cm;IKEA of Sweden;40;43;140;622,890;208
10453086;PLATSA;Beds (208);1195,0;No old price;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-10453086/;No;Bed frame with storage, 140x200 cm;IKEA of Sweden;40;43;140;322,650;208
9324284;PLATSA;Beds (208);3339,0;SR 3,760;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-6-doors-12-drawers-white-fonnes-s09324284/;No;Bed frame with 6 doors+12 drawers, 140x244x203 cm;Ola Wihlborg/IKEA of Sweden;40;43;140;901,530;208
19302922;VITVAL;Beds (208);1590,0;No old price;TRUE;https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-with-underbed-white-light-grey-s19302922/;No;Bunk bed frame with underbed, 90x200 cm;IKEA of Sweden/Tord Björklund;NA;162;97;429,300;208
90229017;BUSUNGE;Beds (208);795,0;No old price;TRUE;https://www.ikea.com/sa/en/p/busunge-extendable-bed-light-pink-90229017/;No;Extendable bed, 80x200 cm;Carl Öjerstam;NA;NA;90;214,650;208
80341496;NYHAMN;Beds (208);600,0;No old price;TRUE;https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/;No;Pocket sprung mattress, 140x200 cm;IKEA of Sweden/L Hilland;NA;NA;140;162,000;208
228705;BRIMNES;Beds (208);1095,0;No old price;TRUE;https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/;No;Day-bed frame with 2 drawers, 80x200 cm;K Hagberg/M Hagberg;53;21;86;295,650;208
29241160;SONGESAND;Beds (208);1245,0;No old price;TRUE;https://www.ikea.com/sa/en/p/songesand-bed-frame-with-4-storage-boxes-brown-loenset-s29241160/;Yes;Bed frame with 4 storage boxes, 140x200 cm;IKEA of Sweden;64;14;153;336,150;208
59167074;LAUVIK;Beds (208);2146,0;SR 3,130;TRUE;https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-medium-firm-tuddal-dark-beige-s59167074/;Yes;Divan bed, 140x200 cm;Synnöve Mork/Ola Wihlborg/IKEA of Sweden;NA;120;140;579,420;208
89386070;SLÄKT;Beds (208);1260,0;No old price;TRUE;https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-3-storage-boxes-white-s89386070/;No;Bed frame with 3 storage boxes, 90x200 cm;Ebba Strandmark/IKEA of Sweden;53;35;96;340,200;208
10247973;SVÄRTA;Beds (208);895,0;No old price;TRUE;https://www.ikea.com/sa/en/p/svaerta-bunk-bed-frame-silver-colour-10247973/;No;Bunk bed frame, 90x200 cm;Tord Björklund;NA;159;97;241,650;208
99278070;VALLENTUNA;Beds (208);7796,0;SR 9,745;TRUE;https://www.ikea.com/sa/en/p/vallentuna-4-seat-modular-sofa-w-3-sofa-beds-and-storage-murum-orrsta-black-olive-green-s99278070/;Yes;4-seat modular sofa w 3 sofa-beds;Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden;NA;84;346;2104,920;208
19166180;LYCKSELE MURBO;Beds (208);1445,0;No old price;TRUE;https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-ebbarp-black-white-s19166180/;Yes;Two-seat sofa-bed;IKEA of Sweden;100;87;142;390,150;208
79288188;DELAKTIG;Beds (208);2595,0;No old price;TRUE;https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-rattan-s79288188/;No;Bed frame/headboard/2 side tables, 160x200 cm;Tom Dixon/IKEA of Sweden;NA;99;204;700,650;208
99302918;PLATSA;Beds (208);1767,0;SR 1,885;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-drawers-white-fonnes-s99302918/;No;Bed frame with 2 drawers, 142x244x103 cm;IKEA of Sweden;40;43;141;477,090;208
60433901;MARKERAD;Beds (208);267,0;SR 445;TRUE;https://www.ikea.com/sa/en/p/markerad-cover-for-day-bed-beige-60433901/;No;Cover for day-bed, 80x200 cm;Virgil Abloh;NA;NA;80;72,090;208
102065;LYCKSELE LÖVÅS;Beds (208);495,0;No old price;TRUE;https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/;No;Mattress, 140x188 cm;IKEA of Sweden;NA;NA;NA;133,650;208
39227837;UTÅKER;Beds (208);1285,0;No old price;TRUE;https://www.ikea.com/sa/en/p/utaker-stackable-bed-with-2-mattresses-pine-moshult-firm-s39227837/;Yes;Stackable bed with 2 mattresses, 80x200 cm;IKEA of Sweden/Henrik Preutz;NA;2;83;346,950;208
39041660;SUNDVIK;Beds (208);849,0;No old price;TRUE;https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-grey-brown-s39041660/;No;Ext bed frame with slatted bed base, 80x200 cm;IKEA of Sweden;NA;80;NA;229,230;208
59302915;PLATSA;Beds (208);2905,0;SR 3,265;TRUE;https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-doors-6-drawers-white-fonnes-ridabu-s59302915/;No;Bed frame with 4 doors+6 drawers, 140x200x223 cm;IKEA of Sweden;40;43;141;784,350;208
60299691;BRYNILEN;Beds (208);30,0;SR 50/4 pack;TRUE;https://www.ikea.com/sa/en/p/brynilen-leg-oak-60299691/;No;Leg, 10 cm;Ola Wihlborg;NA;NA;NA;8,100;208
